,pct_tl_open_L6M,pct_tl_closed_L6M,Tot_TL_closed_L12M,pct_tl_open_L12M,pct_tl_closed_L12M,Tot_Missed_Pmnt,CC_TL,Home_TL,PL_TL,Secured_TL,Unsecured_TL,Other_TL,time_since_recent_payment,max_recent_level_of_deliq,num_deliq_6_12mts,num_times_60p_dpd,num_std_12mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_12mts,num_lss,recent_level_of_deliq,CC_enq_L12m,PL_enq_L12m,time_since_recent_enq,enq_L3m,NETMONTHLYINCOME,Time_With_Curr_Empr,CC_Flag,PL_Flag,pct_PL_enq_L6m_of_ever,pct_CC_enq_L6m_of_ever,HL_Flag,GL_Flag,MARITALSTATUS,EDUCATION,GENDER,last_prod_enq2,first_prod_enq2,Approved_Flag
22091,0.0,0.0,0,0.5,0.0,0,0,0,0,1,1,1,73,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,40000,131,0,0,0.0,0.0,0,0,Married,SSC,M,others,others,P1
22092,0.2,0.0,1,0.3,0.1,1,0,0,0,7,3,1,63,0,0,0,6,0,0,0,0,0,0,0,1,1,11,3,45000,122,0,0,0.0,1.0,1,0,Married,GRADUATE,M,ConsumerLoan,others,P2
22093,0.0,0.0,1,0.5,0.5,0,0,0,0,0,2,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,23000,90,0,0,0.0,0.0,0,0,Married,GRADUATE,M,ConsumerLoan,ConsumerLoan,P2
22094,0.5,0.0,1,0.5,0.5,0,0,0,0,1,1,0,54,0,0,0,0,0,0,0,0,0,0,0,0,1,160,0,15500,57,0,0,1.0,0.0,0,0,Single,SSC,M,PL,others,P2
22095,0.4,0.0,0,0.6,0.0,2,0,0,0,4,1,0,84,0,0,0,2,0,0,0,0,0,0,0,0,0,10,2,13000,54,0,0,0.0,0.0,1,0,Married,GRADUATE,M,ConsumerLoan,ConsumerLoan,P2
22096,1.0,0.0,0,1.0,0.0,0,0,0,0,0,1,0,47,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,15000,29,0,0,1.0,0.0,0,0,Single,GRADUATE,M,ConsumerLoan,ConsumerLoan,P2
22097,0.0,0.0,1,0.0,0.5,0,0,0,0,2,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,1,72,1,35000,63,0,0,1.0,0.0,0,0,Married,12TH,M,PL,others,P2
22098,0.421,0.316,7,0.474,0.368,2,0,1,0,12,7,1,40,28,0,0,0,0,0,0,0,0,0,28,0,1,9,3,42000,102,0,0,1.0,0.0,1,1,Married,GRADUATE,M,ConsumerLoan,HL,P2
22099,0.5,0.0,0,0.5,0.0,0,0,0,0,1,1,1,64,0,0,0,9,0,0,0,0,0,0,0,0,0,142,0,25000,125,0,0,0.0,0.0,0,0,Married,12TH,F,others,others,P2
22100,0.0,1.0,1,0.0,1.0,0,0,0,0,0,1,1,43,0,0,0,2,0,0,0,0,0,0,0,0,1,54,1,28000,66,0,0,1.0,0.0,0,0,Single,GRADUATE,M,PL,PL,P3
22101,0.0,0.0,0,0.667,0.0,0,0,0,0,1,2,1,120,28,3,1,0,0,0,0,0,0,0,28,0,0,1,1,20000,29,0,0,0.0,0.0,1,0,Married,12TH,M,ConsumerLoan,ConsumerLoan,P3
22102,0.0,0.0,0,0.0,0.0,1,1,0,0,2,1,0,48,30,0,0,0,0,0,0,0,0,0,30,0,0,18,3,15000,98,1,0,0.0,0.0,0,0,Married,GRADUATE,F,ConsumerLoan,PL,P4
22103,1.0,0.0,0,1.0,0.0,0,0,0,0,0,1,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,12000,46,0,0,0.0,0.0,0,0,Married,12TH,M,others,ConsumerLoan,P3
22104,0.0,0.0,0,0.0,0.0,0,0,1,3,3,3,1,47,25,2,0,9,0,0,0,0,0,0,25,0,6,1,1,45000,306,0,1,0.5,0.0,0,1,Married,OTHERS,M,others,PL,P2
22105,0.0,0.0,0,0.0,0.0,0,0,0,1,1,3,0,19,22,0,0,0,0,0,0,0,0,0,22,0,0,3,4,15000,68,0,1,0.0,0.0,1,0,Married,12TH,M,ConsumerLoan,ConsumerLoan,P4
22106,0.083,0.083,2,0.083,0.167,0,0,0,1,6,6,3,82,25,1,0,0,0,0,0,0,0,0,25,0,0,13,1,20000,148,0,1,0.0,0.0,1,0,Married,OTHERS,M,others,others,P2
22107,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,1,1090,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,48000,81,0,0,0.0,0.0,0,0,Married,12TH,M,others,others,P2
22108,0.0,0.0,0,0.0,0.0,0,0,0,0,0,2,2,155,0,0,0,0,0,0,0,0,0,0,0,0,0,922,0,19000,56,0,0,0.0,0.0,0,0,Married,GRADUATE,M,others,others,P2
22109,0.0,0.0,0,0.0,0.0,0,0,0,0,3,0,1,27,0,0,0,4,0,0,0,0,0,0,0,0,0,757,0,20000,63,0,0,0.0,0.0,0,0,Married,UNDER GRADUATE,M,AL,others,P1
22110,0.0,0.0,0,1.0,0.0,0,0,0,0,1,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,14000,74,0,0,0.0,0.0,0,0,Single,12TH,M,others,others,P2
22111,0.0,0.0,0,1.0,0.0,0,0,0,0,1,0,0,229,30,2,0,0,0,0,0,0,0,0,30,0,0,2,1,20000,125,0,0,0.0,0.0,0,0,Married,12TH,M,others,others,P3
22112,0.0,0.0,0,0.0,0.0,0,0,0,0,3,0,0,658,3,0,7,0,0,0,0,0,0,0,3,0,0,1112,0,20000,188,0,0,0.0,0.0,1,0,Married,SSC,M,AL,AL,P3
22113,0.0,0.143,2,0.0,0.286,0,0,0,0,0,7,2,279,0,0,0,0,0,0,0,0,0,0,0,0,0,1464,0,70000,221,0,0,0.0,0.0,0,0,Single,GRADUATE,M,ConsumerLoan,ConsumerLoan,P2
22114,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,2294,0,0,0,10,0,0,0,0,0,0,0,0,0,3401,0,55000,150,0,0,0.0,0.0,0,0,Married,12TH,M,AL,AL,P1
22115,0.0,0.0,0,0.0,0.0,0,0,0,0,2,1,0,97,9,0,0,0,0,0,0,0,0,0,5,0,1,2,2,40000,126,0,0,1.0,0.0,1,0,Married,12TH,M,others,others,P4
22116,0.0,0.0,0,0.0,0.0,0,0,0,0,5,0,0,760,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,79000,190,0,0,1.0,0.0,1,0,Single,GRADUATE,M,PL,PL,P2
22117,0.111,0.0,0,0.222,0.0,0,0,0,0,6,3,1,61,28,0,1,0,0,0,0,0,0,0,23,0,1,203,0,25000,190,0,0,0.0,0.0,1,0,Married,UNDER GRADUATE,M,PL,ConsumerLoan,P2
22118,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,1587,0,0,0,0,0,0,0,0,0,0,0,0,0,2666,0,35000,306,0,0,0.0,0.0,0,0,Married,12TH,M,others,others,P1
22119,0.286,0.286,2,0.286,0.286,0,0,0,1,2,5,2,66,0,0,0,0,0,0,0,0,0,0,0,0,2,112,0,24000,121,0,1,0.667,0.0,1,0,Married,GRADUATE,M,PL,ConsumerLoan,P2
22120,0.0,0.0,0,1.0,0.0,0,0,0,1,0,1,0,325,0,0,0,10,0,0,0,0,0,0,0,0,1,336,0,12000,78,0,1,0.0,0.0,0,0,Married,GRADUATE,M,PL,PL,P2
22121,0.167,0.167,1,0.167,0.167,0,0,0,0,1,5,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,25000,125,0,0,0.0,0.0,0,0,Married,12TH,M,others,others,P1
22122,0.286,0.0,0,0.286,0.0,1,0,0,0,5,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,23000,125,0,0,0.0,0.0,1,0,Married,GRADUATE,M,others,ConsumerLoan,P2
22123,0.111,0.278,5,0.111,0.278,1,1,0,0,5,13,3,120,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,25000,77,1,0,0.0,0.0,0,0,Single,GRADUATE,F,ConsumerLoan,others,P1
22124,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,761,0,0,0,0,0,0,0,0,0,0,0,0,0,1515,0,18000,186,0,0,0.0,0.0,0,0,Married,SSC,M,others,others,P2
22125,0.13,0.13,4,0.174,0.174,4,0,0,1,22,1,0,73,27,0,1,0,0,0,0,0,0,0,4,0,0,22,2,15000,67,0,1,0.0,0.0,1,0,Married,SSC,M,ConsumerLoan,PL,P4
22126,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,1647,0,0,0,0,0,0,0,0,0,0,0,0,2,9,2,25000,83,0,0,1.0,0.0,0,0,Single,GRADUATE,M,PL,others,P2
22127,0.4,0.2,1,0.6,0.2,3,0,0,1,1,4,3,84,0,0,0,0,0,0,0,0,0,0,0,0,1,217,0,15000,47,0,1,0.0,0.0,0,0,Married,12TH,F,PL,others,P2
22128,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,1943,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,25000,62,0,0,0.0,0.0,1,0,Married,POST-GRADUATE,M,ConsumerLoan,AL,P2
22129,0.333,0.0,0,0.333,0.0,1,0,0,0,3,0,1,45,26,1,0,0,0,0,0,0,0,0,26,0,0,109,0,23000,23,0,0,0.0,0.0,0,0,Married,UNDER GRADUATE,M,AL,others,P3
22130,0.0,0.0,1,0.286,0.143,2,0,0,0,7,0,6,667,0,0,0,19,0,0,0,0,0,0,0,0,0,60,1,30000,125,0,0,0.0,0.0,1,0,Married,GRADUATE,M,others,others,P1
22131,0.444,0.0,1,0.556,0.111,2,1,0,0,2,7,3,16,0,0,0,11,0,0,0,0,0,0,0,1,0,255,0,15000,307,1,0,0.0,0.0,0,0,Single,GRADUATE,M,CC,others,P2
22132,0.286,0.143,2,0.429,0.286,3,0,0,1,5,2,3,127,0,0,0,5,0,0,0,0,0,0,0,0,1,99,0,28000,128,0,1,1.0,0.0,1,0,Married,UNDER GRADUATE,F,PL,ConsumerLoan,P2
22133,0.0,0.0,0,1.0,0.0,0,0,0,0,1,0,0,66,0,0,0,8,0,0,0,0,0,0,0,0,1,73,2,25000,83,0,0,1.0,0.0,0,0,Married,12TH,M,PL,others,P2
22134,0.0,0.0,1,0.0,1.0,0,0,0,0,1,0,1,258,0,0,0,0,10,0,3,0,0,0,0,0,0,185,0,14500,50,0,0,0.0,0.0,0,0,Married,UNDER GRADUATE,M,others,others,P2
22135,0.333,0.333,1,0.667,0.333,0,0,0,1,1,2,0,59,0,0,0,0,0,0,0,0,0,0,0,0,2,151,0,29000,115,0,1,0.667,0.0,0,0,Married,GRADUATE,M,PL,others,P2
22136,0.0,1.0,1,1.0,1.0,0,0,0,0,1,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,20000,62,0,0,0.0,0.0,1,0,Married,GRADUATE,M,ConsumerLoan,ConsumerLoan,P2
22137,0.333,0.167,1,0.5,0.167,2,0,0,0,3,3,1,22,31,0,0,2,0,0,0,0,0,0,31,0,1,40,1,39500,66,0,0,1.0,0.0,1,0,Single,UNDER GRADUATE,M,ConsumerLoan,others,P2
22138,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,587,0,26000,162,0,0,0.0,0.0,0,0,Married,GRADUATE,M,others,others,P2
22139,0.083,0.0,1,0.167,0.083,2,0,0,0,8,4,3,83,0,0,0,15,0,0,0,0,0,0,0,0,0,546,0,14500,27,0,0,0.0,0.0,1,0,Married,12TH,F,HL,others,P1
22140,0.0,0.0,0,1.0,0.0,0,0,0,0,0,1,0,52,27,0,0,0,0,0,0,0,0,0,27,0,0,12,1,30000,101,0,0,0.0,0.0,0,0,Married,GRADUATE,M,ConsumerLoan,ConsumerLoan,P2
22141,0.0,0.0,0,0.0,0.0,0,0,0,1,0,1,0,2804,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,52000,270,0,1,0.5,0.0,0,0,Married,GRADUATE,M,ConsumerLoan,PL,P2
22142,0.0,1.0,1,1.0,1.0,0,0,0,0,0,1,0,136,0,0,0,0,0,0,0,0,0,0,0,0,1,19,4,14000,50,0,0,0.0,0.0,0,0,Married,12TH,M,others,others,P4
22143,0.444,0.0,2,0.556,0.222,3,0,0,0,2,7,5,70,0,0,0,1,0,0,0,0,0,0,0,0,1,6,6,40000,183,0,0,0.25,0.0,0,0,Married,SSC,M,others,PL,P4
22144,0.0,0.0,0,0.0,0.0,0,0,0,0,20,3,3,220,0,0,0,10,0,0,0,0,0,0,0,0,0,979,0,15000,58,0,0,0.0,0.0,1,0,Married,OTHERS,M,others,PL,P2
22145,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,2315,0,0,0,0,0,0,0,0,0,0,0,0,0,3143,0,30000,126,0,0,0.0,0.0,0,0,Married,12TH,F,AL,AL,P1
22146,0.0,0.5,1,1.0,0.5,0,0,0,0,0,2,0,53,0,0,0,0,0,0,0,0,0,0,0,0,1,53,2,15000,48,0,0,1.0,0.0,0,0,Married,12TH,M,ConsumerLoan,ConsumerLoan,P2
22147,0.0,0.0,0,0.0,0.0,0,0,0,0,1,1,0,3147,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1,20000,30,0,0,0.0,0.0,0,0,Married,GRADUATE,M,others,others,P2
22148,0.0,0.0,4,0.062,0.25,0,2,0,5,9,7,2,20,0,0,0,0,0,0,0,0,0,0,0,0,5,11,2,28469,17,1,1,0.182,0.0,1,0,Single,UNDER GRADUATE,M,PL,others,P2
22149,0.0,0.0,0,0.0,0.0,0,1,0,1,21,2,0,48,71,0,2,0,0,0,0,0,0,0,71,0,0,4,1,43500,113,1,1,0.0,0.0,1,0,Married,GRADUATE,M,ConsumerLoan,CC,P3
22150,0.0,0.6,4,0.0,0.8,0,0,0,0,1,4,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,418,0,40000,63,0,0,0.0,0.0,0,0,Married,UNDER GRADUATE,M,ConsumerLoan,PL,P1
22151,1.0,0.0,0,1.0,0.0,0,0,0,0,0,1,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,15000,30,0,0,0.0,0.0,0,0,Single,GRADUATE,M,ConsumerLoan,ConsumerLoan,P4
22152,0.0,0.0,0,0.5,0.0,0,0,0,0,0,2,0,108,0,0,0,0,0,0,0,0,0,0,0,0,2,212,0,20000,71,0,0,0.0,0.0,0,0,Single,GRADUATE,M,PL,ConsumerLoan,P2
22153,0.0,0.0,0,1.0,0.0,0,0,0,0,1,0,0,36,0,0,0,9,0,0,0,0,0,0,0,0,3,1,4,20000,16,0,0,0.667,0.0,0,0,Married,UNDER GRADUATE,M,ConsumerLoan,PL,P4
22154,0.0,0.0,0,1.0,0.0,0,0,0,0,0,1,0,80,0,0,0,0,0,0,0,0,0,0,0,0,1,267,0,18000,131,0,0,0.0,0.0,0,0,Married,12TH,M,PL,PL,P2
22155,0.042,0.0,1,0.125,0.042,1,0,3,0,22,2,2,32,40,7,3,7,0,0,0,0,0,0,40,0,0,10,3,48000,128,0,0,0.0,0.0,1,1,Married,12TH,M,ConsumerLoan,AL,P3
22156,0.0,1.0,1,0.0,1.0,0,0,0,0,1,0,1,32,0,0,0,11,0,0,0,0,0,0,0,0,0,6,1,22522,86,0,0,0.0,0.0,0,0,Married,UNDER GRADUATE,M,ConsumerLoan,ConsumerLoan,P2
22157,0.0,0.0,0,1.0,0.0,0,0,0,0,0,1,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,35500,131,0,0,0.0,0.0,0,0,Married,GRADUATE,M,ConsumerLoan,others,P2
22158,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,1147,0,25000,69,0,0,0.0,0.0,0,0,Married,UNDER GRADUATE,M,others,others,P2
22159,0.0,0.0,0,0.667,0.0,0,0,0,0,1,2,1,39,0,0,0,0,0,0,0,0,0,0,0,0,1,247,0,25000,106,0,0,0.0,0.0,0,0,Married,12TH,M,PL,others,P1
22160,0.25,0.0,1,0.25,0.25,0,0,0,0,1,3,0,30,21,0,0,0,0,0,0,0,0,0,21,0,1,1,2,40000,117,0,0,0.5,0.0,0,0,Married,12TH,M,ConsumerLoan,others,P4
22161,0.571,0.143,1,0.857,0.143,2,0,0,0,2,5,2,76,0,0,0,0,0,0,0,0,0,0,0,0,1,82,1,11,131,0,0,0.0,0.0,0,0,Single,12TH,M,ConsumerLoan,others,P2
22162,0.1,0.1,2,0.15,0.1,0,0,0,0,13,7,8,131,16,0,3,18,0,0,0,0,0,0,2,0,0,2428,0,38000,23,0,0,0.0,0.0,1,0,Married,SSC,M,AL,others,P1
22163,0.0,0.0,0,1.0,0.0,0,0,0,0,0,1,0,42,0,0,0,0,0,0,0,0,0,0,0,1,0,10,5,14500,70,0,0,0.0,1.0,0,0,Single,SSC,M,ConsumerLoan,ConsumerLoan,P4
22164,0.0,0.5,1,0.0,0.5,0,0,0,0,1,1,0,150,2,3,0,0,0,0,0,0,0,0,2,0,0,366,0,25000,63,0,0,0.0,0.0,0,0,Single,GRADUATE,M,ConsumerLoan,others,P2
22165,1.0,0.0,0,1.0,0.0,0,0,0,0,0,1,0,33,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,11000,62,0,0,1.0,0.0,0,0,Single,SSC,M,others,PL,P3
22166,0.0,0.333,1,0.333,0.333,0,0,0,1,1,2,0,34,0,0,0,0,0,0,0,0,0,0,0,0,3,182,0,22000,152,0,1,0.667,0.0,0,0,Married,12TH,M,PL,others,P1
22167,1.0,0.0,0,1.0,0.0,0,0,0,0,0,1,0,70,0,0,0,0,0,0,0,0,0,0,0,0,2,7,2,25000,125,0,0,1.0,0.0,0,0,Married,GRADUATE,M,PL,others,P3
22168,0.0,0.0,0,0.0,0.0,0,0,0,0,1,1,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,547,0,150000,48,0,0,0.0,0.0,0,0,Single,12TH,M,others,ConsumerLoan,P2
22169,0.0,0.0,0,0.333,0.0,1,0,0,0,2,1,2,64,0,0,0,10,0,0,0,0,0,0,0,0,0,652,0,15000,151,0,0,0.0,0.0,1,0,Married,12TH,M,others,others,P2
22170,0.0,0.0,0,1.0,0.0,0,0,0,0,0,1,0,75,0,0,0,0,0,0,0,0,0,0,0,0,1,251,0,21000,62,0,0,0.0,0.0,0,0,Married,GRADUATE,F,PL,ConsumerLoan,P2
22171,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,485,0,0,0,0,0,0,0,0,0,0,0,0,1,14,4,15690,50,0,0,1.0,0.0,0,0,Married,OTHERS,F,ConsumerLoan,ConsumerLoan,P4
22172,0.0,0.5,1,0.5,0.5,0,0,0,0,2,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,332,0,21000,414,0,0,0.0,0.0,0,0,Married,GRADUATE,M,others,others,P2
22173,0.125,0.25,2,0.125,0.25,0,1,0,5,2,6,0,53,23,1,0,0,0,0,0,0,0,0,19,0,3,1,2,27000,186,1,1,0.375,0.0,0,0,Married,SSC,M,ConsumerLoan,others,P2
22174,0.0,0.0,0,1.0,0.0,0,0,0,0,1,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,16000,188,0,0,0.0,0.0,0,0,Married,UNDER GRADUATE,M,others,others,P2
22175,0.0,0.167,3,0.167,0.25,0,0,0,1,0,12,0,10,175,0,6,0,0,0,0,0,0,0,175,0,0,6,1,30000,74,0,1,0.0,0.0,0,0,Married,GRADUATE,M,ConsumerLoan,ConsumerLoan,P3
22176,0.0,0.143,3,0.143,0.429,0,0,0,0,3,4,1,82,29,0,0,15,0,0,0,0,0,0,29,1,0,63,1,22000,30,0,0,0.0,1.0,1,0,Single,12TH,M,CC,ConsumerLoan,P2
22177,0.0,0.0,0,0.0,0.0,0,0,0,0,3,6,7,100,3,0,2,11,0,0,0,0,0,0,3,1,0,181,0,35000,185,0,0,0.0,1.0,1,0,Married,POST-GRADUATE,M,CC,others,P2
22178,0.125,0.0,1,0.125,0.125,1,0,0,1,1,7,1,396,0,0,0,0,0,0,0,0,0,0,0,1,0,132,0,25000,42,0,1,0.0,1.0,0,0,Married,UNDER GRADUATE,F,CC,ConsumerLoan,P3
22179,0.4,0.4,2,0.4,0.4,2,0,0,0,1,4,2,64,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,15000,71,0,0,0.0,0.0,0,0,Married,SSC,M,others,others,P2
22180,0.333,0.0,0,0.333,0.0,1,0,0,0,2,1,2,32,2,2,0,0,0,0,0,0,0,0,2,0,0,14,2,35000,141,0,0,0.0,0.0,0,0,Single,GRADUATE,M,others,others,P2
22181,0.667,0.0,0,0.667,0.0,2,0,0,0,0,3,1,794,0,0,0,0,2,0,0,0,0,21,0,0,0,59,1,29000,188,0,0,0.0,0.0,0,0,Married,GRADUATE,M,others,others,P2
22182,0.0,0.0,0,0.667,0.0,0,0,0,0,0,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,30000,41,0,0,1.0,0.0,0,0,Married,12TH,F,ConsumerLoan,ConsumerLoan,P2
22183,0.0,1.0,1,1.0,1.0,0,0,0,0,1,0,0,73,0,0,0,0,0,0,0,0,0,0,0,2,0,153,0,16300,38,0,0,0.0,0.5,0,0,Married,GRADUATE,M,CC,AL,P2
22184,0.6,0.0,0,1.0,0.0,4,0,0,0,0,5,3,79,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,20000,63,0,0,0.0,0.0,0,0,Single,GRADUATE,F,ConsumerLoan,others,P3
22185,0.333,0.333,2,0.333,0.333,1,0,0,0,2,4,4,63,90,0,11,0,0,0,0,0,0,0,90,0,0,0,1,20000,40,0,0,0.0,0.0,0,0,Married,OTHERS,M,ConsumerLoan,others,P3
22186,0.167,0.167,1,0.333,0.167,1,0,0,0,5,1,1,69,31,0,0,0,0,0,0,0,0,0,31,0,1,273,0,18500,76,0,0,0.0,0.0,1,0,Married,POST-GRADUATE,F,PL,PL,P3
22187,0.5,0.0,4,0.7,0.4,4,0,0,0,5,5,7,72,0,0,0,12,0,0,0,0,0,0,0,0,1,19,3,12000,66,0,0,1.0,0.0,0,0,Single,12TH,M,PL,ConsumerLoan,P2
22188,0.083,0.0,0,0.167,0.0,0,0,0,0,11,1,2,105,16,0,0,25,4,0,0,0,0,0,16,0,0,898,0,15000,320,0,0,0.0,0.0,1,0,Married,12TH,M,others,others,P2
22189,0.0,1.0,2,0.0,1.0,0,0,0,0,0,2,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,422,0,26000,50,0,0,0.0,0.0,0,0,Married,12TH,M,others,ConsumerLoan,P2
22190,0.0,0.0,1,0.333,0.333,0,0,0,0,0,3,3,351,0,0,0,4,0,0,0,0,0,0,0,0,0,3,1,28000,282,0,0,0.0,0.0,0,0,Married,GRADUATE,F,ConsumerLoan,ConsumerLoan,P2
22191,0.75,0.25,1,1.0,0.25,1,0,0,2,0,4,0,37,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,30000,36,0,1,1.0,0.0,0,0,Single,GRADUATE,M,PL,ConsumerLoan,P4
22192,0.2,0.2,2,0.4,0.4,1,0,0,0,4,1,3,71,39,6,5,0,0,0,0,0,0,0,39,0,0,2,1,20000,243,0,0,0.0,0.0,1,0,Married,SSC,M,ConsumerLoan,others,P2
22193,0.154,0.077,3,0.385,0.231,2,0,0,0,8,5,7,57,9,2,0,13,0,0,0,0,0,0,9,0,0,19,2,65000,60,0,0,0.0,0.0,1,0,Married,SSC,M,ConsumerLoan,ConsumerLoan,P2
22194,0.4,0.2,1,0.6,0.2,0,0,0,3,2,3,2,42,26,3,0,16,0,0,0,0,0,0,26,0,1,301,0,16000,54,0,1,0.0,0.0,0,0,Single,UNDER GRADUATE,M,PL,PL,P2
22195,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,1139,180,0,4,0,0,0,0,0,0,0,180,0,0,2553,0,25000,47,0,0,0.0,0.0,0,0,Married,GRADUATE,M,ConsumerLoan,ConsumerLoan,P2
22196,0.0,0.0,0,1.0,0.0,0,0,0,0,1,1,0,57,0,0,0,5,0,0,0,0,0,0,0,0,0,109,0,25000,122,0,0,0.0,0.0,0,0,Married,SSC,M,ConsumerLoan,ConsumerLoan,P2
22197,0.0,0.0,0,0.0,0.0,0,0,0,5,1,6,1,631,29,0,2,0,0,0,0,0,0,0,29,0,0,21,1,8622,232,0,1,0.0,0.0,0,0,Married,SSC,M,ConsumerLoan,PL,P2
22198,0.667,0.167,1,0.833,0.167,1,0,0,0,0,6,1,65,9,0,0,0,0,0,0,0,0,0,9,0,3,11,2,20500,54,0,0,0.5,0.0,0,0,Married,GRADUATE,M,ConsumerLoan,PL,P2
22199,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,54,25,1,0,0,0,0,0,0,0,0,25,0,0,9,1,20000,39,0,0,0.0,0.0,0,0,Single,12TH,M,others,others,P3
22200,0.5,0.0,0,0.5,0.0,1,0,0,0,3,3,2,43,28,0,1,0,0,0,0,0,0,0,28,0,2,202,0,25000,45,0,0,0.0,0.0,1,0,Single,12TH,M,PL,AL,P2
22201,0.0,0.286,2,0.143,0.286,0,1,0,0,4,3,0,110,0,0,0,0,0,0,0,0,0,0,0,0,1,238,0,25000,101,1,0,0.0,0.0,0,0,Married,SSC,M,PL,AL,P1
22202,0.0,0.714,6,0.143,0.857,0,0,0,0,2,5,0,84,24,3,9,0,0,0,0,0,0,0,24,1,2,24,3,52000,154,0,0,0.5,1.0,1,0,Married,SSC,M,CC,others,P4
22203,0.0,0.0,1,0.0,1.0,0,0,0,0,1,0,0,356,0,0,0,0,0,0,0,0,0,0,0,0,0,1162,0,20000,82,0,0,0.0,0.0,0,0,Married,SSC,M,others,others,P2
22204,0.5,0.0,0,0.5,0.0,0,0,0,0,0,2,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,26000,120,0,0,0.0,0.0,0,0,Married,GRADUATE,F,ConsumerLoan,PL,P2
22205,0.0,0.0,0,0.0,0.0,0,0,2,1,8,6,2,40,120,8,10,5,1,0,0,0,0,0,16,0,0,501,0,25000,126,0,1,0.0,0.0,1,1,Married,UNDER GRADUATE,M,PL,CC,P1
22206,0.0,0.0,1,0.8,0.2,0,0,0,0,1,4,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,30000,95,0,0,0.0,0.0,0,0,Single,12TH,M,ConsumerLoan,others,P2
22207,0.2,0.2,1,0.4,0.2,0,0,0,0,3,2,0,74,30,4,1,0,0,0,0,0,0,0,12,0,1,4,2,21000,246,0,0,1.0,0.0,0,0,Married,SSC,M,others,others,P4
22208,0.0,0.0,1,0.0,0.5,0,0,1,0,2,0,1,34,59,0,1,11,0,0,0,0,0,0,5,0,0,1,1,13000,128,0,0,0.0,0.0,0,1,Married,SSC,F,ConsumerLoan,ConsumerLoan,P2
22209,0.5,0.25,1,0.5,0.25,0,0,0,0,3,1,0,89,0,0,0,5,0,0,0,0,0,0,0,0,2,155,0,28000,77,0,0,1.0,0.0,1,0,Single,GRADUATE,M,PL,PL,P2
22210,0.028,0.111,6,0.111,0.167,1,1,0,0,30,6,2,48,3,1,0,21,0,0,0,0,0,0,3,1,2,1,3,30000,184,1,0,0.667,0.5,1,0,Married,12TH,M,ConsumerLoan,others,P2
22211,0.105,0.263,6,0.368,0.316,1,3,0,0,0,19,1,16,0,0,0,0,0,0,0,0,0,0,0,0,2,83,1,20000,78,1,0,0.333,0.0,0,0,Married,UNDER GRADUATE,M,ConsumerLoan,CC,P2
