PROSPECTID,Total_TL,Tot_Closed_TL,Tot_Active_TL,Total_TL_opened_L6M,Tot_TL_closed_L6M,pct_tl_open_L6M,pct_tl_closed_L6M,pct_active_tl,pct_closed_tl,Total_TL_opened_L12M,Tot_TL_closed_L12M,pct_tl_open_L12M,pct_tl_closed_L12M,Tot_Missed_Pmnt,Auto_TL,CC_TL,Consumer_TL,Gold_TL,Home_TL,PL_TL,Secured_TL,Unsecured_TL,Other_TL,Age_Oldest_TL,Age_Newest_TL,time_since_recent_payment,num_times_delinquent,max_recent_level_of_deliq,num_deliq_6mts,num_deliq_12mts,num_deliq_6_12mts,num_times_30p_dpd,num_times_60p_dpd,num_std,num_std_6mts,num_std_12mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_6mts,num_dbt_12mts,num_lss,num_lss_6mts,num_lss_12mts,recent_level_of_deliq,tot_enq,CC_enq,CC_enq_L6m,CC_enq_L12m,PL_enq,PL_enq_L6m,PL_enq_L12m,time_since_recent_enq,enq_L12m,enq_L6m,enq_L3m,MARITALSTATUS,EDUCATION,AGE,GENDER,NETMONTHLYINCOME,Time_With_Curr_Empr,pct_of_active_TLs_ever,pct_opened_TLs_L6m_of_L12m,pct_currentBal_all_TL,CC_Flag,PL_Flag,pct_PL_enq_L6m_of_L12m,pct_CC_enq_L6m_of_L12m,pct_PL_enq_L6m_of_ever,pct_CC_enq_L6m_of_ever,HL_Flag,GL_Flag,last_prod_enq2,first_prod_enq2,Credit_Score,Approved_Flag
29784,17,11,6,0,0,0.0,0.0,0.353,0.647,2,2,0.118,0.118,1,3,0,0,4,1,8,9,8,1,200,9,68,11,25,0,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,4,0,1,307,1,0,0,Married,POST-GRADUATE,54,M,25000,105,0.353,0.0,0.896,0,1,0.0,0.0,0.0,0.0,1,1,PL,PL,728,P1
29785,9,3,6,1,2,0.111,0.222,0.667,0.333,5,3,0.556,0.333,1,0,0,4,0,0,0,2,7,5,24,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,2,0,2,50,6,2,2,Married,GRADUATE,54,M,30000,242,0.667,0.2,0.467,0,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,others,677,P2
29787,1,1,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,0,1,0,0,0,0,0,1,0,0,28,28,325,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,1,0,1,1,1,1,93,2,1,0,Married,GRADUATE,31,M,15000,306,0.0,0.0,0.0,0,0,1.0,0.0,1.0,0.0,0,0,PL,others,654,P4
29789,2,0,2,0,0,0.0,0.0,1.0,0.0,2,0,1.0,0.0,0,1,0,0,0,0,0,1,1,1,8,8,68,2,36,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,6,4,3,1,Single,GRADUATE,26,M,11325,90,1.0,0.0,1.17,0,0,0.0,0.0,0.0,0.0,0,0,others,others,667,P3
29790,9,6,3,0,0,0.0,0.0,0.333,0.667,0,2,0.0,0.222,0,2,0,7,0,0,0,2,7,0,96,18,43,0,0,0,0,0,0,0,42,4,13,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,550,0,0,0,Single,UNDER GRADUATE,30,M,20000,66,0.333,0.0,0.509,0,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,others,725,P1
29791,17,8,9,6,1,0.353,0.059,0.529,0.471,7,4,0.412,0.235,1,3,0,8,0,0,4,3,14,2,168,4,32,7,28,0,2,2,0,0,42,10,23,0,0,0,0,0,0,0,0,0,28,17,0,0,0,2,0,0,2,11,6,2,Married,POST-GRADUATE,51,M,75000,185,0.529,0.857,0.802,0,1,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,others,719,P1
29793,2,1,1,0,1,0.0,0.5,0.5,0.5,1,1,0.5,0.5,0,0,0,2,0,0,0,0,2,0,15,9,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,1,7,4,3,3,Married,GRADUATE,49,M,42000,163,0.5,0.0,0.1,0,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,others,664,P3
29795,12,4,8,5,4,0.417,0.333,0.667,0.333,9,4,0.75,0.333,7,1,0,6,1,0,2,2,10,2,20,2,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,2,4,24,8,5,4,Married,SSC,34,M,35000,23,0.667,0.556,0.896,0,1,0.5,0.0,0.5,0.0,1,0,others,ConsumerLoan,664,P3
29796,6,1,5,3,0,0.5,0.0,0.833,0.167,4,0,0.667,0.0,2,1,0,3,1,0,0,3,3,1,110,1,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,2,3,36,6,4,2,Married,GRADUATE,33,M,45000,115,0.833,0.75,0.982,0,0,0.667,0.0,0.667,0.0,1,0,PL,others,700,P2
29797,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,170,170,3543,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,1,1,1,Married,12TH,43,F,16000,96,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,ConsumerLoan,682,P2
29798,16,12,4,2,0,0.125,0.0,0.25,0.75,3,1,0.188,0.062,2,2,1,1,5,0,0,14,2,7,50,4,65,0,0,0,0,0,0,0,28,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,1,1,8,3,3,1,Single,12TH,37,M,40000,89,0.25,0.667,0.998,1,0,1.0,0.0,1.0,0.0,1,0,ConsumerLoan,ConsumerLoan,683,P2
29799,2,1,1,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,2,0,0,0,0,0,2,0,0,98,16,65,0,0,0,0,0,0,0,15,4,10,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,471,0,0,0,Married,GRADUATE,29,M,11000,41,0.5,0.0,0.464,0,0,0.0,0.0,0.0,0.0,0,0,others,others,717,P1
29800,1,1,0,0,1,0.0,1.0,0.0,1.0,0,1,0.0,1.0,0,0,0,0,0,0,1,0,1,0,28,28,125,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,0,0,0,3,2,2,2,3,3,3,Married,SSC,38,M,30000,121,0.0,0.0,0.0,0,1,1.0,0.0,0.667,0.0,0,0,ConsumerLoan,PL,629,P4
29801,6,3,3,0,0,0.0,0.0,0.5,0.5,2,2,0.333,0.333,0,2,0,0,0,0,1,5,1,3,67,6,54,0,0,0,0,0,0,0,15,4,15,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,1,71,4,2,2,Married,POST-GRADUATE,51,M,43000,177,0.5,0.0,0.794,0,1,0.0,0.0,0.0,0.0,0,0,others,others,692,P2
29802,2,1,1,0,0,0.0,0.0,0.5,0.5,1,0,0.5,0.0,0,1,0,0,0,0,0,2,0,1,41,9,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,255,1,0,0,Married,12TH,31,M,36000,189,0.5,0.0,0.411,0,0,0.0,0.0,0.0,0.0,0,0,others,others,686,P2
29803,2,1,1,0,1,0.0,0.5,0.5,0.5,0,1,0.0,0.5,0,1,0,1,0,0,0,1,1,0,22,20,52,0,0,0,0,0,0,0,22,5,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,593,0,0,0,Married,GRADUATE,25,M,20000,99,0.5,0.0,0.152,0,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,others,684,P2
29804,4,3,1,1,3,0.25,0.75,0.25,0.75,2,3,0.5,0.75,0,1,0,0,3,0,0,4,0,0,49,4,44,3,6,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,2,1,1,1,Married,12TH,38,M,40000,116,0.25,0.5,0.0,0,0,0.0,0.0,0.0,0.0,1,0,ConsumerLoan,others,673,P2
29807,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,64,64,1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1917,0,0,0,Married,SSC,35,M,24000,121,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,others,others,700,P2
29808,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,6,6,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,195,1,0,0,Married,12TH,33,F,32000,82,1.0,0.0,0.333,0,0,0.0,0.0,0.0,0.0,0,0,others,others,686,P2
29809,3,2,1,0,0,0.0,0.0,0.333,0.667,1,0,0.333,0.0,0,1,0,0,2,0,0,3,0,0,34,9,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,28,2,1,1,Married,SSC,33,M,30000,105,0.333,0.0,1.347,0,0,0.0,0.0,0.0,0.0,1,0,ConsumerLoan,others,673,P2
29810,2,1,1,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,0,0,0,0,0,0,1,1,2,64,29,105,0,0,0,0,0,0,0,35,4,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,73,1,1,1,Married,POST-GRADUATE,48,M,16000,165,0.5,0.0,1.025,0,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,others,693,P2
29811,14,10,4,3,3,0.214,0.214,0.286,0.714,5,4,0.357,0.286,1,0,0,4,4,0,2,5,9,4,48,3,72,3,59,0,0,0,3,2,62,13,29,0,0,0,0,0,0,0,0,0,59,14,0,0,0,5,2,2,105,3,2,0,Married,UNDER GRADUATE,32,M,23000,83,0.286,0.6,0.93,0,1,1.0,0.0,0.4,0.0,1,0,PL,ConsumerLoan,688,P2
29812,5,2,3,1,1,0.2,0.2,0.6,0.4,2,1,0.4,0.2,0,0,1,4,0,0,0,0,5,0,31,5,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,1,0,0,0,154,3,2,0,Single,GRADUATE,30,M,28000,78,0.6,0.5,0.374,1,0,0.0,0.0,0.0,0.0,0,0,others,CC,688,P2
29814,2,2,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,1,1,1,0,192,184,4609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11,2,2,1,Single,GRADUATE,52,M,50000,194,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0,others,ConsumerLoan,697,P2
29816,11,10,1,1,0,0.091,0.0,0.091,0.909,1,1,0.091,0.091,1,1,0,3,6,0,0,8,3,1,101,1,346,3,14,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,14,47,12,4,4,3,1,1,18,8,8,6,Married,UNDER GRADUATE,30,M,48000,64,0.091,1.0,0.245,0,0,1.0,1.0,0.333,0.333,1,0,CC,ConsumerLoan,638,P4
29817,8,6,2,2,0,0.25,0.0,0.25,0.75,2,0,0.25,0.0,0,2,0,4,1,0,1,3,5,0,91,6,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,172,1,1,0,Married,GRADUATE,28,M,28000,83,0.25,1.0,0.835,0,1,0.0,0.0,0.0,0.0,1,0,ConsumerLoan,others,698,P2
29818,2,2,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,2,0,0,2,0,0,50,48,1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,1,1,Married,12TH,30,M,74000,250,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,0,ConsumerLoan,ConsumerLoan,674,P2
29819,10,5,5,2,1,0.2,0.1,0.5,0.5,6,2,0.6,0.2,1,0,1,3,4,0,2,4,6,0,45,2,64,2,92,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,92,16,1,0,1,8,2,8,65,15,4,2,Single,SSC,27,M,19000,50,0.5,0.333,0.783,1,1,0.25,0.0,0.25,0.0,1,0,PL,ConsumerLoan,663,P3
29820,4,1,3,0,0,0.0,0.0,0.75,0.25,0,0,0.0,0.0,0,0,0,2,0,2,0,2,2,0,88,38,38,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1145,0,0,0,Married,GRADUATE,53,M,74500,425,0.75,0.0,0.561,0,0,0.0,0.0,0.0,0.0,0,1,ConsumerLoan,HL,696,P2
29823,8,7,1,1,0,0.125,0.0,0.125,0.875,1,0,0.125,0.0,1,0,0,0,0,0,3,5,3,5,100,1,1281,1,29,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,29,2,0,0,0,2,2,2,43,2,2,2,Married,12TH,51,M,20500,101,0.125,1.0,1.01,0,1,1.0,0.0,1.0,0.0,0,0,PL,PL,685,P2
29825,3,1,2,1,0,0.333,0.0,0.667,0.333,1,0,0.333,0.0,1,2,0,0,0,0,0,2,1,1,51,5,106,5,60,1,3,2,3,1,9,4,8,0,0,0,0,0,0,0,0,0,29,4,0,0,0,1,1,1,45,3,3,2,Married,SSC,35,M,14000,14,0.667,1.0,0.932,0,0,1.0,0.0,1.0,0.0,0,0,others,others,674,P2
29826,7,4,3,2,0,0.286,0.0,0.429,0.571,2,0,0.286,0.0,2,0,0,0,5,0,2,5,2,0,30,1,82,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,4,32,4,3,1,Married,POST-GRADUATE,40,M,40000,129,0.429,1.0,1.014,0,1,0.75,0.0,0.75,0.0,1,0,PL,PL,685,P2
29827,12,7,5,0,0,0.0,0.0,0.417,0.583,3,6,0.25,0.5,0,1,0,1,5,0,3,6,6,2,59,9,269,1,28,0,1,1,0,0,61,8,23,0,0,0,0,0,0,0,0,0,28,9,0,0,0,3,0,1,28,4,3,3,Married,GRADUATE,51,M,22000,81,0.417,0.0,0.714,0,1,0.0,0.0,0.0,0.0,1,0,ConsumerLoan,PL,689,P2
29828,5,3,2,1,0,0.2,0.0,0.4,0.6,2,2,0.4,0.4,0,0,0,0,0,0,1,4,1,4,23,5,62,0,0,0,0,0,0,0,21,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,165,1,1,0,Married,12TH,29,M,40000,119,0.4,0.5,0.929,0,1,0.0,0.0,0.0,0.0,0,0,others,others,693,P2
29831,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,1,0,0,0,0,0,0,0,2,2,6,4,45,1,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,0,0,0,1,1,1,10,4,2,1,Married,GRADUATE,32,M,22000,61,1.0,0.5,0.34,0,0,1.0,0.0,1.0,0.0,0,0,ConsumerLoan,others,665,P3
29832,3,0,3,0,0,0.0,0.0,1.0,0.0,2,0,0.667,0.0,0,0,2,1,0,0,0,0,3,0,22,9,68,5,25,3,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,25,17,11,0,5,2,0,0,2,9,1,1,Married,UNDER GRADUATE,28,M,18000,66,1.0,0.0,0.177,1,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,CC,665,P3
29833,2,0,2,1,0,0.5,0.0,1.0,0.0,1,0,0.5,0.0,1,0,0,1,0,0,0,0,2,1,134,2,475,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,2,2,2,Single,POST-GRADUATE,30,M,14000,50,1.0,1.0,0.818,0,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,others,704,P1
29835,5,2,3,3,1,0.6,0.2,0.6,0.4,3,1,0.6,0.2,3,1,0,2,0,0,0,1,4,2,26,2,272,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,2,2,2,4,2,4,15,6,4,2,Single,GRADUATE,28,M,15000,50,0.6,1.0,1.0,0,0,0.5,1.0,0.5,1.0,0,0,CC,others,653,P4
29836,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,10,10,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,311,2,0,0,Married,GRADUATE,49,M,30000,287,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,PL,ConsumerLoan,684,P2
29837,5,3,2,1,0,0.2,0.0,0.4,0.6,1,0,0.2,0.0,1,1,1,3,0,0,0,1,4,0,92,2,1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,1,0,0,63,2,2,1,Single,GRADUATE,34,M,18000,152,0.4,1.0,0.961,1,0,0.0,0.0,0.0,0.0,0,0,AL,ConsumerLoan,697,P2
29838,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,10,10,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,1,1,53,4,1,1,Married,12TH,30,F,19000,138,1.0,0.0,0.834,0,0,1.0,0.0,0.5,0.0,0,0,PL,PL,658,P4
29841,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,1,0,1,1,0,0,0,0,2,0,8,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,1,1,1,40,6,4,3,Single,GRADUATE,23,M,45000,310,1.0,0.5,0.816,1,0,1.0,0.0,1.0,0.0,0,0,ConsumerLoan,CC,649,P4
29842,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,5,5,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,147,1,1,0,Married,12TH,44,M,40000,150,1.0,1.0,0.6,0,0,1.0,0.0,1.0,0.0,0,0,PL,PL,661,P3
29843,12,8,4,2,2,0.167,0.167,0.333,0.667,2,2,0.167,0.167,3,0,0,0,7,0,0,10,2,5,74,3,98,0,0,0,0,0,0,0,48,8,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,21,2,2,1,Married,SSC,43,F,18000,104,0.333,1.0,0.795,0,0,0.0,0.0,0.0,0.0,1,0,HL,others,702,P3
29844,6,2,4,3,0,0.5,0.0,0.667,0.333,3,1,0.5,0.167,1,0,1,3,0,0,1,0,6,1,46,1,19,3,17,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,2,1,1,4,3,3,22,5,5,3,Married,GRADUATE,33,M,16000,29,0.667,1.0,0.826,1,1,1.0,1.0,0.75,0.5,0,0,PL,ConsumerLoan,663,P3
29845,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,9,9,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,12,11,9,Single,GRADUATE,24,M,20000,125,1.0,0.0,0.704,0,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,others,624,P4
29846,3,2,1,0,1,0.0,0.333,0.333,0.667,1,1,0.333,0.333,0,2,0,0,0,0,0,2,1,1,137,9,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,180,4,1,0,Married,GRADUATE,34,M,30000,126,0.333,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,AL,others,722,P1
29847,2,0,2,0,0,0.0,0.0,1.0,0.0,1,0,0.5,0.0,0,0,1,1,0,0,0,0,2,0,18,8,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,241,1,0,0,Married,POST-GRADUATE,35,M,25000,186,1.0,0.0,0.2,1,0,0.0,0.0,0.0,0.0,0,0,others,CC,691,P2
29848,3,2,1,0,1,0.0,0.333,0.333,0.667,0,1,0.0,0.333,0,0,0,0,0,3,0,3,0,0,34,15,64,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,476,0,0,0,Married,GRADUATE,39,F,50000,27,0.333,0.0,0.928,0,0,0.0,0.0,0.0,0.0,0,1,HL,HL,690,P2
29849,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,43,43,242,14,346,4,10,6,13,13,2,0,0,0,0,0,0,0,0,0,0,0,346,1,1,1,1,0,0,0,38,1,1,1,Married,SSC,33,M,40000,41,1.0,0.0,0.994,0,0,0.0,1.0,0.0,1.0,0,0,CC,CC,597,P4
29850,3,1,2,2,0,0.667,0.0,0.667,0.333,2,0,0.667,0.0,1,0,0,3,0,0,0,0,3,0,28,2,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,1,1,23,5,4,2,Married,12TH,30,M,18100,75,0.667,1.0,1.0,0,0,1.0,0.0,1.0,0.0,0,0,PL,ConsumerLoan,668,P3
29851,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,16,16,66,0,0,0,0,0,0,0,14,4,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,1,1,1,Married,12TH,28,M,12500,147,1.0,0.0,0.515,0,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,others,680,P2
29852,2,2,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,1,0,0,2,0,0,80,64,1446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,1,1,5,5,5,4,Married,SSC,42,M,25000,222,0.0,0.0,0.0,0,0,1.0,0.0,1.0,0.0,1,0,ConsumerLoan,others,662,P3
29853,5,4,1,4,4,0.8,0.8,0.2,0.8,5,4,1.0,0.8,0,0,0,0,0,0,3,2,3,2,7,4,115,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,2,4,81,8,4,1,Single,POST-GRADUATE,22,M,25000,28,0.2,0.8,0.0,0,1,0.5,0.0,0.5,0.0,0,0,ConsumerLoan,ConsumerLoan,669,P2
29854,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,77,77,1783,0,0,0,0,0,0,0,32,4,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2314,0,0,0,Single,UNDER GRADUATE,25,M,34000,83,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,others,others,703,P1
29855,12,8,4,3,4,0.25,0.333,0.333,0.667,6,5,0.5,0.417,0,0,0,3,0,0,1,6,6,8,173,4,75,0,0,0,0,0,0,0,58,11,22,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,2,3,17,5,3,1,Married,UNDER GRADUATE,34,M,50000,120,0.333,0.5,0.538,0,1,0.667,0.0,0.667,0.0,0,0,others,ConsumerLoan,735,P1
29856,6,6,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,6,0,0,6,0,0,47,20,449,3,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,2,2,2,2,Married,12TH,43,M,38500,103,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,0,ConsumerLoan,ConsumerLoan,641,P4
29857,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,0,1,0,1,0,0,9,9,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,276,2,0,0,Single,GRADUATE,28,M,18000,180,1.0,0.0,0.98,0,0,0.0,0.0,0.0,0.0,0,1,HL,HL,682,P2
29858,2,1,1,0,1,0.0,0.5,0.5,0.5,1,1,0.5,0.5,0,0,0,2,0,0,0,0,2,0,12,8,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,1,2,3,3,2,2,Single,GRADUATE,21,M,18500,37,0.5,0.0,0.375,0,0,0.5,0.0,0.25,0.0,0,0,PL,PL,656,P4
29859,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,18,18,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,1,1,1,Single,12TH,26,M,14000,68,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,ConsumerLoan,664,P3
29860,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,20,20,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,80,1,1,1,Married,12TH,37,F,23000,87,1.0,0.0,0.361,0,0,1.0,0.0,1.0,0.0,0,0,PL,others,662,P3
29861,3,0,3,2,0,0.667,0.0,1.0,0.0,3,0,1.0,0.0,1,0,0,2,0,0,1,0,3,0,11,2,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,2,2,158,4,2,0,Single,SSC,28,M,30000,37,1.0,0.667,0.879,0,1,1.0,0.0,1.0,0.0,0,0,PL,others,676,P2
29862,2,0,2,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,1,0,0,0,0,1,1,0,38,20,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,587,0,0,0,Married,GRADUATE,45,M,18000,129,1.0,0.0,0.471,1,0,0.0,0.0,0.0,0.0,0,0,CC,others,684,P2
29863,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,0,1,0,1,0,0,11,11,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,2,2,2,2,Single,GRADUATE,34,M,30000,128,1.0,0.0,0.988,0,0,1.0,1.0,1.0,1.0,0,1,PL,HL,666,P3
29864,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,3,3,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,1,1,1,93,7,5,0,Single,GRADUATE,23,M,16400,54,1.0,1.0,0.875,0,0,1.0,0.0,1.0,0.0,0,0,ConsumerLoan,ConsumerLoan,666,P3
29865,3,1,2,1,0,0.333,0.0,0.667,0.333,2,0,0.667,0.0,1,0,0,1,1,0,0,1,2,1,24,3,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,3,89,4,3,2,Married,SSC,29,M,15000,77,0.667,0.5,0.792,0,0,1.0,0.0,1.0,0.0,1,0,PL,others,670,P2
